Name,WIGOS ID,Type,Elevation (m),Status,GBON,Latitude,Longitude,OSCAR URL
Longswharf,0-388-506-78397,Surface AWS,3,Closed,No,17.88944444,-77.135,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121451
Longville Park,0-388-147-78397,Surface AWS,17,Closed,No,17.90527778,-77.14388889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111699
Look Out,0-388-579-78397,Surface AWS,80,Closed,No,17.901386,-77.756809,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/125985
Lorne,0-388-507-78397,Surface AWS,2,Closed,No,18.00166667,-76.870833,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121452
Lorrimers,0-388-776-78397,Surface AWS,12,Closed,No,18.220195,-77.496162,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128005
Lottery Estate,0-388-777-78397,Surface AWS,198,Closed,No,18.44388889,-77.614444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128012
Low Ground,0-388-148-78397,Surface AWS,220,Closed,No,18.081958,-77.224734,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111700
Lowe River,0-388-87-78397,Surface AWS,762,Closed,No,18.235213,-77.49898,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111038
Lucea,0-388-231-78397,Surface AWS,15,Closed,No,18.45222222,-78.16583333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112135
Lucky Hill Farm,0-388-689-78397,Surface AWS,351,Closed,No,18.178848,-76.899819,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126926
Lucky Hill Pen,0-388-690-78397,Surface AWS,305,Closed,No,18.178848,-76.89985,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126927
Lyssons,0-388-732-78397,Surface AWS,37,Closed,No,17.88,-76.383333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127459
Lyssons Nursery,0-388-733-78397,Surface AWS,50,Closed,No,17.878672,-76.373216,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127460
Maggotty,0-388-580-78397,Surface AWS,129,Closed,No,18.15944444,-77.76222222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/125990
Mahoe Hill,0-388-691-78397,Surface AWS,80,Closed,No,18.220375,-76.820381,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126930
Mamee Ridge,0-388-411-78397,Surface AWS,501,Closed,No,18.35888889,-77.20277778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/116550
Mamee Ridge AWS,0-388-16366-1636726,Surface AWS,496,Operational,No,18.35853667,-77.2025667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/173563
Manchester Pastures,0-388-319-78397,Surface AWS,425,Closed,No,18.07833333,-77.46388889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112953
Manchioneal,0-388-365-78397,Surface AWS,18,Closed,No,18.04581,-76.280121,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113777
Mandeville Alcan,0-388-320-78397,Surface AWS,671,Closed,No,18.04833333,-77.513333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112998
Mandeville PWD,0-388-321-78397,Surface AWS,628,Closed,No,18.04305556,-77.509722,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113001
Manley/Palisadoes/NMIA,0-388-275-78397,Surface AWS,3,Closed,No,17.93416667,-76.779167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112468
March Pen,0-388-508-78397,Surface AWS,26,Closed,No,17.95305556,-76.94972222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121453
March Town,0-388-232-78397,Surface AWS,46,Closed,No,18.344063,-78.271227,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112136
Marshall's Pen Sutton,0-388-322-78397,Surface AWS,660,Closed,No,18.05972222,-77.53111111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113007
Marshalls Pen Sutton,0-388-31-78397,Surface AWS,660,Operational,No,18.059713,-77.530977,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110750
Masemic,0-388-826-78397,Surface AWS,9,Closed,No,18.242132,-78.186695,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128444
Masemure,0-388-827-78397,Surface AWS,46,Closed,No,18.27083333,-78.22083333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128445
Mason River 10m,0-388-55-0055,Surface AWS,702,Operational,No,18.189515,-77.266298,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110489
Mason River 2m,0-388-0-78398,Surface AWS,0,Operational,No,18.192341,-77.2623,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110529
Mason River Field,0-388-149-78397,Surface AWS,703,Unknown,No,18.19527778,-77.26194444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111701
Mavis Bank,0-388-22-78397,Surface AWS,744,Operational,No,18.028912,-76.651418,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110668
Mavis Bank,0-388-97-78397,Surface AWS,744,Unknown,No,18.02833333,-76.65861111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111083
May Pen,0-388-6-78397,Surface AWS,121,Operational,No,17.981407,-77.247484,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110530
May Pen Hospital,0-388-150-78397,Surface AWS,55,Closed,No,17.970895,-77.261032,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111711
May Pen PWD,0-388-151-78397,Surface AWS,115,Unknown,No,17.98111111,-77.24583333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111712
Mayfield AA,0-388-68-78397,Surface AWS,527,Closed,No,17.882105,-77.66588333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111011
MEGJC Sav,0-388-828-78397,Surface AWS,10,Unknown,No,18.225278,-78.128333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128446
Melrose,0-388-323-78397,Surface AWS,608,Closed,No,18.065267,-77.446498,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113020
Meylersfield,0-388-829-78397,Surface AWS,15,Closed,No,18.25055556,-78.190278,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128447
Mico UC,0-388-23-78397,Surface AWS,62,Operational,No,17.98856667,-76.78905167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110670
Middlesex,0-388-412-78397,Surface AWS,502,Closed,No,18.23833333,-77.0275,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/116551
Middlesex,0-388-45-78397,Surface AWS,559,Operational,No,18.23833333,-77.0275,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110922
Middleton,0-388-734-78397,Surface AWS,229,Closed,No,17.937504,-76.439546,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127461
Midgham Mtn.,0-388-830-78397,Surface AWS,120,Closed,No,18.313061,-78.228658,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128448
Mile Gully,0-388-324-78397,Surface AWS,518,Closed,No,18.13672,-77.547229,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113027
Milk River,0-388-152-78397,Surface AWS,0,Closed,No,17.879464,-77.354068,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111713
Milk River Rest,0-388-153-78397,Surface AWS,0,Closed,No,17.87944444,-77.354167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111714
Milk Spring,0-388-154-78397,Surface AWS,40,Closed,No,17.865,-77.33722222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111715
Millbank,0-388-366-78397,Surface AWS,152,Closed,No,18.03666667,-76.40333333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113778
Millbank,0-388-101-78397,Surface AWS,152,Closed,No,18.03666667,-76.40333333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111191
Minards,0-388-413-78397,Surface AWS,360,Closed,No,18.407514,-77.38289,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/116552
Minards,0-388-46-78397,Surface AWS,366,Operational,No,18.41277778,-77.375,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110923
Mint,0-388-831-78397,Surface AWS,76,Closed,No,18.31555556,-78.205833,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128449
Mitchell Town,0-388-7-78397,Surface AWS,22,Operational,No,17.807256,-77.200881,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110531
Mocho,0-388-155-78397,Surface AWS,457,Closed,No,18.02777778,-77.32861111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111717
Mona,0-388-276-78397,Surface AWS,183,Closed,No,18.005563,-76.754548,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112469
Mona Bowl,0-388-24-78397,Surface AWS,172,Operational,No,18.004994,-76.754167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110672
Mona Reservoir,0-388-25-78397,Surface AWS,183,Operational,No,18.007849,-76.757911,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110673
Moneague,0-388-47-78397,Surface AWS,335,Operational,No,18.26805556,-77.11666667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110924
Montego Bay Airport,0-388-639-78397,Surface AWS,1,Closed,No,18.49722222,-77.920833,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126767
Montego Bay PWD,0-388-640-78397,Surface AWS,55,Closed,No,18.472263,-77.920835,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126768
MONTEGO BAY/SANGSTER,0-20000-0-78388,Upper-air / Radiosonde,1,Operational,Yes,18.497316,-77.919335,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/10998
Montpelier,0-388-641-78397,Surface AWS,169,Closed,No,18.36138889,-77.92472222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126770
Monymusk (Research),0-388-156-78397,Surface AWS,9,Unknown,No,17.802643,-77.247954,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111718
Moore Town,0-388-367-78397,Surface AWS,107,Closed,No,18.07694444,-76.4275,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113779
Morant Bay,0-388-105-78397,Surface AWS,2,Closed,No,17.91527778,-76.184722,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111222
Morant Bay,0-388-735-78397,Surface AWS,27,Closed,No,17.88194444,-76.40166667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127462
Morant Bay Pwd,0-388-736-78397,Surface AWS,5,Closed,No,17.87833333,-76.416667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127463
MORANT POINT,0-20000-0-78399,Surface AWS,2,Operational,No,17.9166666667,-76.1833333333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/11000
Morant Point LH,0-388-737-78397,Surface AWS,2,Closed,No,17.91527778,-76.184722,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127464
Morelands,0-388-157-78397,Surface AWS,22,Unknown,No,17.81722222,-77.21916667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111719
Moreworth,0-388-325-78397,Surface AWS,686,Closed,No,18.02222222,-77.520833,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113028
Morgan's Valley,0-388-158-78397,Surface AWS,15,Closed,No,18.118957,-77.269178,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111727
Mount Airy,0-388-279-78397,Surface AWS,549,Closed,No,18.13333333,-76.791667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112476
Mount Airy Prim,0-388-802-78397,Surface AWS,493,Operational,No,18.0249272,-77.371113,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128112
Mount Charles,0-388-581-78397,Surface AWS,146,Closed,No,18.091556,-77.869361,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126015
Mount Cressy,0-388-278-78397,Surface AWS,914,Closed,No,18.13055556,-76.763889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112478
Mount Eagle,0-388-832-78397,Surface AWS,76,Closed,No,18.304217,-78.205895,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128450
Mount Eagle PWD,0-388-833-78397,Surface AWS,76,Closed,No,18.30416667,-78.205833,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128451
Mount Eagle WISCO,0-388-834-78397,Surface AWS,76,Closed,No,18.30416667,-78.205556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128452
Mount Edgecombe,0-388-835-78397,Surface AWS,168,Closed,No,18.126247,-78.001843,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128453
Mount Holstein,0-388-368-78397,Surface AWS,400,Closed,No,18.138417,-76.72116,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113790
Mount Horeb,0-388-642-78397,Surface AWS,286,Closed,No,18.352896,-77.876934,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126771
Mount James,0-388-277-78397,Surface AWS,427,Closed,No,18.113626,-76.786367,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112479
Mount Liberty,0-388-8-78397,Surface AWS,467,Operational,No,18.080658,-77.312308,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110532
Mount Nelson,0-388-326-78397,Surface AWS,640,Closed,No,18.03948,-77.486352,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113029
Mount Peto,0-388-233-78397,Surface AWS,254,Closed,No,18.34305556,-78.02027778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112137
Mount Pleasant,0-388-369-78397,Surface AWS,320,Closed,No,18.172441,-76.518362,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113791
Mountainside,0-388-582-78397,Surface AWS,17,Closed,No,17.97666667,-77.74777778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126358
Mt. Hyndmost,0-388-159-78397,Surface AWS,213,Closed,No,18.09722222,-77.317222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111729
Mulgrave,0-388-583-78397,Surface AWS,366,Closed,No,18.20555556,-77.811111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126359
Mumby,0-388-160-78397,Surface AWS,28,Closed,No,17.8225,-77.28555556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111730
Munro College,0-388-584-78397,Surface AWS,793,Closed,No,17.92166667,-77.6875,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126360
Munro Surbiton,0-388-585-78397,Surface AWS,772,Closed,No,17.92777778,-77.682222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126361
Myersville,0-388-586-78397,Surface AWS,137,Closed,No,17.97222222,-77.633333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126362
Nain,0-388-587-78397,Surface AWS,191,Closed,No,17.96027778,-77.603333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126363
Nain_Alpart,0-388-588-78397,Surface AWS,191,Closed,No,17.960295,-77.60343,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126364
Needham,0-388-161-78397,Surface AWS,18,Closed,No,17.84388889,-77.260556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111731
NEGRIL POINT,0-20000-0-78387,Surface AWS,9,Operational,No,18.25,-78.3666666667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/10997
Negril Point LH,0-388-836-78397,Surface AWS,8,Closed,No,18.24583333,-78.36111111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128454
New Development,0-388-509-78397,Surface AWS,376,Closed,No,18.15555556,-77.16055556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121454
New Forest,0-388-32-78397,Surface AWS,144,Operational,No,17.906943,-77.560741,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110751
New Forest,0-388-33-78397,Surface AWS,144,Operational,No,17.906943,-77.560741,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110885
New Ground,0-388-414-78397,Surface AWS,213,Closed,No,18.39583333,-77.2,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/116554
New Hall,0-388-510-78397,Surface AWS,122,Closed,No,18.14027778,-76.98194444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121455
New Hope,0-388-92-78397,Surface AWS,9,Closed,No,18.09083333,-77.96972222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111066
New Monymusk,0-388-162-78397,Surface AWS,9,Unknown,No,17.80805556,-77.25138889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111732
New River,0-388-589-78397,Surface AWS,15,Closed,No,18.06944444,-77.695,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126365
New Works Farm,0-388-511-78397,Surface AWS,139,Closed,No,18.16,-77.00416667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121456
New Yarmouth,0-388-163-78397,Surface AWS,27,Unknown,No,17.87777778,-77.27916667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111733
New Yarmouth Fisher,0-388-164-78397,Surface AWS,28,Unknown,No,17.87959,-77.273319,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111734
New Yarmouth Office,0-388-9-78397,Surface AWS,42,Operational,No,17.88222222,-77.27638889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110539
Newcastle,0-388-280-78397,Surface AWS,1128,Closed,No,18.071472,-76.715839,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112480
Newcombe Val.,0-388-69-78397,Surface AWS,103,Closed,No,17.92080667,-77.75675167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111012
Newmarket,0-388-590-78397,Surface AWS,351,Closed,No,18.159241,-77.918067,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126366
Newport,0-388-327-78397,Surface AWS,732,Closed,No,17.95833333,-77.508333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113038
Newport PO,0-388-329-78397,Surface AWS,718,Closed,No,17.95777778,-77.50805556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113116
Newry,0-388-692-78397,Surface AWS,50,Closed,No,18.2825,-76.802222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126931
Niagra,0-388-643-78397,Surface AWS,521,Closed,No,18.248023,-77.812385,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126772
Non Pariel Farm,0-388-837-78397,Surface AWS,18,Closed,No,18.275357,-78.318545,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128456
Nonsuch,0-388-370-78397,Surface AWS,229,Closed,No,18.15,-76.420556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113792
Norbrook,0-388-281-78397,Surface AWS,213,Closed,No,18.056267,-76.790144,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112481
Norris,0-388-78-78397,Surface AWS,51,Closed,No,17.91583333,-76.57833333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111023
Nutfield,0-388-693-78397,Surface AWS,232,Closed,No,18.30972222,-76.833333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126932
Ocho Rios,0-388-415-78397,Surface AWS,5,Closed,No,18.40416667,-77.106667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/116555
Old England,0-388-330-78397,Surface AWS,610,Closed,No,17.991624,-77.469347,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113117
Old Monymusk Climo,0-388-165-78397,Surface AWS,9,Closed,No,17.80805556,-77.25138889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111735
Old Yarmouth Fisher,0-388-167-78397,Surface AWS,13,Unknown,No,17.87055556,-77.28666667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111736
Oracabessa,0-388-694-78397,Surface AWS,15,Closed,No,18.399979,-76.949853,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126933
Orange Bay,0-388-234-78397,Surface AWS,4,Closed,No,18.352214,-78.306033,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112138
Orange River,0-388-74-78397,Surface AWS,260,Closed,No,18.254562,-76.879474,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111017
Orange River,0-388-695-78397,Surface AWS,260,Closed,No,18.25444444,-76.88055556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126934
Orange Valley,0-388-88-78397,Surface AWS,74,Closed,No,18.470833,-77.725278,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111048
Orange Valley Estate,0-388-779-78397,Surface AWS,74,Closed,No,18.47083333,-77.72527778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128032
Oreland,0-388-838-78397,Surface AWS,185,Closed,No,18.286794,-78.24652,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128457
Osborne Store,0-388-168-78397,Surface AWS,27,Unknown,No,17.9675,-77.32916667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111737
Oxford,0-388-780-78397,Surface AWS,231,Closed,No,18.45,-77.58111111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128035
Palm,0-388-513-78397,Surface AWS,31,Closed,No,18.19111111,-77.030556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121619
Palmer's Hut,0-388-514-78397,Surface AWS,134,Closed,No,18.115,-77.03388889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121620
Palmers Cross,0-388-169-78397,Surface AWS,110,Closed,No,17.953792,-77.214206,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111742
Papine Penfield,0-388-282-78397,Surface AWS,198,Unknown,No,18.01527778,-76.742222,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112886
Paradise,0-388-170-78397,Surface AWS,32,Closed,No,17.83694444,-77.295,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111746
Parnassus,0-388-171-78397,Surface AWS,51,Closed,No,17.9275,-77.2725,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111790
Passley Gardens,0-388-38-78397,Surface AWS,18,Operational,No,18.204473,-76.487727,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/110896
Paul Island,0-388-839-78397,Surface AWS,18,Closed,No,18.26472222,-78.192778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128458
Pear Tree Grove,0-388-696-78397,Surface AWS,762,Closed,No,18.24861111,-76.943056,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126935
Pedro,0-388-591-78397,Surface AWS,137,Closed,No,17.887693,-77.731669,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126367
Pembrooke Hall,0-388-697-78397,Surface AWS,213,Closed,No,18.298425,-76.985925,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126936
Pepper,0-388-592-78397,Surface AWS,92,Closed,No,18.02472222,-77.60666667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126368
Pera LTD,0-388-738-78397,Surface AWS,18,Closed,No,17.88664,-76.285614,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127465
Petersfield,0-388-840-78397,Surface AWS,46,Closed,No,18.25972222,-78.070833,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128459
Phoenix Park B,0-388-515-78397,Surface AWS,28,Closed,No,17.96388889,-76.93333333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121621
Phoenix Park C,0-388-516-78397,Surface AWS,28,Closed,No,17.96388889,-76.93333333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121622
Pinnock Shafston,0-388-93-7,Surface AWS,771,Closed,No,18.174556,-77.987806,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111079
Plantain Garden,0-388-79-78397,Surface AWS,52,Closed,No,17.947785,-76.375433,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111024
Plantain Gdn,0-388-739-78397,Surface AWS,52,Closed,No,17.934801,-76.317585,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127466
Pleasantville,0-388-517-78397,Surface AWS,15,Closed,No,18.191783,-76.959113,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121623
Point Hill,0-388-518-78397,Surface AWS,610,Closed,No,18.08388889,-77.106667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121624
Pondside Prim.,0-388-70-78397,Surface AWS,22,Closed,No,17.97754,-77.80486333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111013
Port Antonio,0-388-371-78397,Surface AWS,9,Closed,No,18.18055556,-76.45944444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113803
Port Maria,0-388-698-78397,Surface AWS,14,Closed,No,18.37305556,-76.89361111,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126937
Port Royal,0-388-283-78397,Surface AWS,5,Closed,No,17.931913,-76.843782,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112887
Portland LH,0-388-172-78397,Surface AWS,168,Closed,No,17.73944444,-77.156944,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111799
Portland Point,0-388-173-78397,Surface AWS,2,Closed,No,17.739265,-77.158669,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111800
Porus,0-388-331-78397,Surface AWS,133,Closed,No,18.031533,-77.411037,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113118
Potosi,0-388-740-78397,Surface AWS,61,Closed,No,17.931029,-76.361265,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127771
Potsdam,0-388-593-78397,Surface AWS,660,Closed,No,17.958581,-77.695702,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126369
Prickle Pole,0-388-416-78397,Surface AWS,648,Closed,No,18.288547,-77.256929,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/116646
Priestmans River,0-388-372-78397,Surface AWS,27,Closed,No,18.1375,-76.340278,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113838
Priory,0-388-417-78397,Surface AWS,14,Closed,No,18.445,-77.229167,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/118690
Prospect Park,0-388-841-78397,Surface AWS,61,Closed,No,18.321813,-78.097559,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128460
Providence,0-388-644-78397,Surface AWS,38,Closed,No,18.506886,-77.890207,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126773
Providence,0-388-374-78397,Surface AWS,109,Closed,No,18.15392,-76.44683,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/113839
Pusey Hall,0-388-174-78397,Surface AWS,16,Closed,No,17.79916667,-77.24805556,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111801
Pye River,0-388-645-78397,Surface AWS,6,Closed,No,18.4375,-77.92916667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126774
Quarantine Station,0-388-519-78397,Surface AWS,3,Closed,No,17.95138889,-76.869444,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/121625
Quebec,0-388-699-78397,Surface AWS,24,Closed,No,18.34444444,-76.883333,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126938
Quickstep,0-388-781-78397,Surface AWS,381,Closed,No,18.244216,-77.705456,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/128036
RADAR Kingston,—,Weather radar,,Operational,No,18.0666666667,-76.85,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/31900
Raheen 1,0-388-594-78397,Surface AWS,149,Closed,No,18.16888889,-77.67916667,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126370
Raheen 2,0-388-595-78397,Surface AWS,149,Closed,No,18.18179,-77.684439,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126371
Raheen 3,0-388-596-78397,Surface AWS,146,Closed,No,18.169776,-77.679,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/126372
Ramble,0-388-236-78397,Surface AWS,229,Closed,No,18.32722222,-78,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/112150
Ramble,0-388-175-78397,Surface AWS,34,Closed,No,17.88861111,-77.32388889,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/111802
Ramble,0-388-741-78397,Surface AWS,244,Closed,No,17.97472222,-76.61277778,https://oscar.wmo.int/surface/#/search/station/stationReportDetails/127772
